person_id,trip_id,age,female,distance,travel_mode
25904,12203,14,1,1.975,pt
25904,12204,14,1,2.336,pt
25910,12205,24,1,10.511,walk
25910,12206,24,1,5.58,pt
25910,12207,24,1,11.808,walk
25911,12208,24,0,9.346,cycle
25911,12209,24,0,9.346,cycle
25920,12210,50,0,5.429,cycle
25920,12211,50,0,0.109,walk
25920,12212,50,0,6.976,cycle
25920,12213,50,0,1.615,cycle
25930,12214,27,1,6.601,drive
25930,12215,27,1,6.395,drive
25931,12216,8,1,6.601,drive
25931,12217,8,1,6.395,drive
25940,12218,24,0,2.137,pt
25940,12219,24,0,2.137,pt
25950,12220,21,0,8.465,pt
25961,12221,32,1,1.293,walk
25961,12222,32,1,1.293,walk
25970,12223,24,1,1.06,walk
25970,12224,24,1,1.282,walk
25971,12225,26,0,11.743,pt
25971,12226,26,0,11.743,pt
25980,12227,66,0,1.625,drive
25980,12228,66,0,3.472,drive
25980,12229,66,0,3.217,drive
25980,12230,66,0,1.157,drive
25980,12231,66,0,1.157,drive
25981,12232,65,1,1.625,drive
25981,12233,65,1,3.472,drive
25981,12234,65,1,3.217,drive
25981,12235,65,1,1.157,drive
25981,12236,65,1,1.157,drive
25990,12237,48,0,11.594,cycle
25990,12238,48,0,11.594,cycle
26000,12239,65,1,15.217,pt
26000,12240,65,1,0.417,walk
26000,12241,65,1,0.231,walk
26000,12242,65,1,15.578,pt
26010,12243,58,1,12.0,drive
26010,12244,58,1,0.553,walk
26010,12245,58,1,12.184,drive
26011,12246,19,1,12.0,drive
26011,12247,19,1,0.553,walk
26011,12248,19,1,12.184,drive
26020,12249,34,0,8.627,pt
26020,12250,34,0,8.627,drive
26030,12251,70,0,1.25,pt
26030,12252,70,0,1.25,pt
26031,12253,72,1,15.008,drive
26040,12254,72,1,1.562,pt
26040,12255,72,1,2.218,pt
26040,12256,72,1,1.155,pt
26050,12257,50,0,2.892,cycle
26050,12258,50,0,2.892,cycle
26050,12259,50,0,1.313,drive
26050,12260,50,0,1.313,drive
26051,12261,40,1,0.722,walk
26051,12262,40,1,0.722,walk
26052,12263,9,1,0.722,walk
26052,12264,9,1,0.722,walk
26053,12265,8,1,0.722,walk
26053,12266,8,1,0.722,walk
26060,12267,51,0,15.077,drive
26060,12268,51,0,15.077,drive
26060,12269,51,0,3.862,pt
26060,12270,51,0,3.951,drive
26070,12271,48,0,0.296,walk
26070,12272,48,0,0.296,walk
26080,12273,65,1,1.37,drive
26080,12274,65,1,1.37,drive
26080,12275,65,1,5.52,drive
26080,12276,65,1,5.52,drive
26081,12277,67,0,1.37,drive
26081,12278,67,0,1.37,drive
26081,12279,67,0,5.52,drive
26081,12280,67,0,5.52,drive
26090,12281,70,0,1.027,pt
26090,12282,70,0,1.027,pt
26091,12283,70,1,0.642,walk
26091,12284,70,1,0.642,walk
26100,12285,78,0,0.877,walk
26100,12286,78,0,0.877,pt
26110,12287,51,0,2.264,pt
26110,12288,51,0,2.264,pt
26111,12289,38,1,6.827,pt
26120,12290,37,1,2.974,drive
26121,12291,38,0,2.974,drive
26122,12292,9,0,2.974,drive
26123,12293,5,0,2.974,drive
26130,12294,36,0,3.369,pt
26130,12295,36,0,4.702,pt
26130,12296,36,0,3.428,pt
26131,12297,31,1,3.369,pt
26131,12298,31,1,4.702,pt
26131,12299,31,1,3.428,pt
26140,12300,69,1,2.066,walk
26140,12301,69,1,2.225,walk
26150,12302,31,0,1.646,cycle
26150,12303,31,0,1.646,drive
26150,12304,31,0,7.59,pt
26150,12305,31,0,1.531,walk
26150,12306,31,0,6.093,cycle
26160,12307,31,0,1.672,drive
26160,12308,31,0,1.672,drive
26161,12309,28,1,1.672,drive
26161,12310,28,1,1.672,drive
26162,12311,9,0,1.672,drive
26162,12312,9,0,1.672,drive
26163,12313,5,0,1.672,drive
26163,12314,5,0,1.672,drive
26170,12315,57,1,2.57,walk
26170,12316,57,1,2.57,walk
26171,12317,26,0,4.938,drive
26171,12318,26,0,4.938,drive
26180,12319,68,0,2.332,drive
26180,12320,68,0,2.332,drive
26180,12321,68,0,3.285,drive
26180,12322,68,0,5.628,drive
26180,12323,68,0,5.628,drive
26181,12324,65,1,2.332,drive
26181,12325,65,1,2.332,drive
26181,12326,65,1,3.285,drive
26181,12327,65,1,5.628,drive
26181,12328,65,1,5.628,drive
26190,12329,49,0,1.81,drive
26190,12330,49,0,1.81,drive
26193,12331,14,0,1.81,drive
26193,12332,14,0,1.81,drive
26202,12333,24,0,9.808,pt
26202,12334,24,0,9.808,pt
26210,12335,20,0,5.65,pt
26210,12336,20,0,7.915,pt
26220,12337,54,0,11.277,drive
26220,12338,54,0,11.277,drive
26220,12339,54,0,4.466,drive
26220,12340,54,0,4.466,drive
26222,12341,20,0,11.277,drive
26222,12342,20,0,11.277,drive
26230,12343,49,1,1.287,drive
26230,12344,49,1,1.287,drive
26234,12345,9,1,1.287,drive
26234,12346,9,1,1.287,drive
26241,12347,43,0,2.215,drive
26241,12348,43,0,7.058,drive
26241,12349,43,0,8.914,drive
26250,12350,50,1,4.108,drive
26250,12351,50,1,4.108,drive
26251,12352,50,0,4.108,drive
26251,12353,50,0,4.108,drive
26260,12354,65,1,0.694,drive
26260,12355,65,1,0.694,drive
26261,12356,63,0,0.694,drive
26261,12357,63,0,0.694,drive
26270,12358,35,0,6.751,drive
26270,12359,35,0,4.172,drive
26270,12360,35,0,2.614,drive
26271,12361,42,1,6.751,drive
26271,12362,42,1,4.172,drive
26271,12363,42,1,2.614,drive
26280,12364,40,1,6.296,drive
26281,12365,50,0,6.296,drive
26282,12366,8,1,6.296,drive
26290,12367,83,0,1.023,drive
26290,12368,83,0,1.023,drive
26290,12369,83,0,10.066,drive
26290,12370,83,0,10.066,drive
26291,12371,81,1,1.023,drive
26291,12372,81,1,1.023,drive
26291,12373,81,1,10.066,drive
26291,12374,81,1,10.066,drive
26300,12375,45,0,11.398,pt
26300,12376,45,0,12.37,pt
26300,12377,45,0,4.772,pt
26310,12378,32,0,0.231,walk
26310,12379,32,0,0.231,walk
26311,12380,28,1,4.327,pt
26311,12381,28,1,4.327,pt
26312,12382,25,1,3.787,pt
26312,12383,25,1,0.667,walk
26312,12384,25,1,4.433,pt
26320,12385,33,1,6.036,drive
26320,12386,33,1,6.036,drive
26321,12387,38,0,6.036,drive
26321,12388,38,0,10.255,pt
26321,12389,38,0,13.005,pt
26322,12390,5,1,6.036,drive
26322,12391,5,1,6.036,drive
26330,12392,35,0,2.839,drive
26330,12393,35,0,9.904,drive
26330,12394,35,0,9.904,drive
26340,12395,74,1,3.884,pt
26340,12396,74,1,3.884,pt
26351,12397,30,0,13.31,drive
26351,12398,30,0,13.31,drive
26360,12399,23,0,3.457,drive
26360,12400,23,0,3.457,drive
26361,12401,22,1,3.457,drive
26361,12402,22,1,3.457,drive
26370,12403,32,1,3.238,pt
26370,12404,32,1,3.238,pt
26371,12405,32,0,3.238,pt
26371,12406,32,0,3.238,pt
26372,12407,6,0,3.238,pt
26372,12408,6,0,3.238,pt
26382,12409,17,0,11.937,pt
26390,12410,69,1,0.837,walk
26401,12411,37,0,5.944,pt
26401,12412,37,0,5.944,pt
26410,12413,24,0,1.101,walk
26410,12414,24,0,1.101,walk
26420,12415,75,0,1.233,drive
26420,12416,75,0,1.233,drive
26420,12417,75,0,1.233,drive
26420,12418,75,0,1.233,drive
26420,12419,75,0,1.233,drive
26420,12420,75,0,1.233,drive
26420,12421,75,0,1.233,drive
26430,12422,53,1,0.767,drive
26431,12423,58,0,11.95,pt
26431,12424,58,0,11.95,pt
26440,12425,50,0,4.535,pt
26440,12426,50,0,4.535,drive
26441,12427,24,0,4.931,pt
26441,12428,24,0,4.931,pt
26451,12429,49,0,11.517,drive
26453,12430,9,0,11.517,drive
26460,12431,28,0,1.141,walk
26461,12432,26,1,6.992,pt
26461,12433,26,1,8.065,pt
26461,12434,26,1,1.141,walk
26470,12435,28,0,5.175,drive
26470,12436,28,0,0.604,drive
26470,12437,28,0,5.563,drive
26471,12438,31,1,5.175,drive
26471,12439,31,1,0.604,drive
26471,12440,31,1,5.563,drive
26480,12441,20,0,4.218,pt
26480,12442,20,0,5.172,drive
26480,12443,20,0,5.172,drive
26480,12444,20,0,4.218,pt
26490,12445,66,1,1.83,pt
26490,12446,66,1,1.83,pt
26500,12447,27,1,1.246,cycle
26500,12448,27,1,1.246,cycle
26500,12449,27,1,7.909,cycle
26500,12450,27,1,8.302,cycle
26500,12451,27,1,1.246,cycle
26501,12452,29,0,11.786,cycle
26501,12453,29,0,11.786,cycle
26501,12454,29,0,1.246,cycle
26501,12455,29,0,1.246,cycle
26510,12456,46,0,12.561,pt
26510,12457,46,0,12.516,pt
26520,12458,85,1,5.633,pt
26520,12459,85,1,0.128,walk
26531,12460,60,1,0.616,walk
26540,12461,59,0,14.565,drive
26540,12462,59,0,14.565,drive
26540,12463,59,0,2.299,drive
26550,12464,74,1,1.062,drive
26550,12465,74,1,1.062,drive
26560,12466,50,1,1.16,drive
26560,12467,50,1,1.16,drive
26561,12468,9,1,1.16,drive
26561,12469,9,1,1.16,drive
26570,12470,52,1,4.787,pt
26570,12471,52,1,4.775,pt
26571,12472,53,0,1.523,drive
26572,12473,26,1,19.374,pt
26573,12474,18,1,4.787,pt
26573,12475,18,1,4.775,pt
26573,12476,18,1,1.807,pt
26573,12477,18,1,1.807,pt
26581,12478,35,1,5.018,drive
26581,12479,35,1,3.24,drive
26581,12480,35,1,8.226,drive
26590,12481,75,0,0.665,walk
26600,12482,52,1,3.136,drive
26600,12483,52,1,3.136,drive
26610,12484,31,0,1.708,pt
26610,12485,31,0,2.186,pt
26610,12486,31,0,2.901,pt
26611,12487,31,1,2.901,pt
26611,12488,31,1,2.901,pt
26620,12489,24,1,2.002,drive
26630,12490,43,1,0.937,drive
26630,12491,43,1,0.937,drive
26630,12492,43,1,2.288,drive
26630,12493,43,1,2.33,drive
26630,12494,43,1,1.78,drive
26630,12495,43,1,1.78,drive
26631,12496,48,0,7.031,drive
26631,12497,48,0,12.88,drive
26632,12498,17,0,12.098,pt
26632,12499,17,0,12.098,pt
26632,12500,17,0,1.78,walk
26633,12501,12,0,0.937,drive
26633,12502,12,0,0.937,drive
26633,12503,12,0,2.288,drive
26633,12504,12,0,0.649,walk
26633,12505,12,0,1.78,drive
26634,12506,8,1,0.937,drive
26634,12507,8,1,2.288,drive
26634,12508,8,1,2.33,drive
26634,12509,8,1,1.78,drive
26634,12510,8,1,1.78,drive
26640,12511,37,1,2.413,drive
26640,12512,37,1,0.263,walk
26640,12513,37,1,2.413,drive
26651,12514,27,0,7.122,pt
26651,12515,27,0,0.341,walk
26651,12516,27,0,7.122,pt
26660,12517,25,1,2.256,walk
26660,12518,25,1,2.256,walk
26661,12519,25,1,4.662,pt
26661,12520,25,1,4.662,pt
26662,12521,25,1,3.864,pt
26662,12522,25,1,3.864,pt
26670,12523,36,1,0.488,walk
26670,12524,36,1,1.361,walk
26670,12525,36,1,0.876,walk
26671,12526,37,0,7.822,drive
26671,12527,37,0,7.822,drive
26680,12528,37,1,12.723,pt
26680,12529,37,1,1.947,pt
26680,12530,37,1,11.095,pt
26681,12531,37,0,11.72,pt
26681,12532,37,0,11.72,pt
26682,12533,12,1,12.723,pt
26682,12534,12,1,1.947,pt
26682,12535,12,1,11.095,pt
26683,12536,6,1,12.723,pt
26683,12537,6,1,1.947,pt
26683,12538,6,1,11.095,pt
26690,12539,44,1,9.925,pt
26691,12540,16,0,0.371,cycle
26700,12541,75,1,4.092,drive
26700,12542,75,1,4.092,drive
26701,12543,82,0,4.092,drive
26701,12544,82,0,4.092,drive
26702,12545,35,1,9.015,pt
26702,12546,35,1,9.015,pt
26710,12547,63,0,2.414,walk
26710,12548,63,0,1.451,walk
26710,12549,63,0,0.977,walk
26711,12550,45,0,5.453,drive
26711,12551,45,0,0.692,drive
26711,12552,45,0,4.763,drive
26720,12553,50,0,6.774,drive
26720,12554,50,0,6.774,drive
26721,12555,36,1,9.355,drive
26721,12556,36,1,9.355,drive
26730,12557,42,1,8.606,pt
26731,12558,54,0,3.448,drive
26731,12559,54,0,3.448,drive
26732,12560,19,1,11.765,pt
26732,12561,19,1,11.765,pt
26740,12562,45,1,8.116,drive
26740,12563,45,1,8.089,drive
26741,12564,17,0,8.116,drive
26741,12565,17,0,8.089,drive
26742,12566,9,0,8.116,drive
26742,12567,9,0,8.089,drive
26751,12568,76,1,9.013,drive
26751,12569,76,1,9.013,drive
26752,12570,49,0,4.674,drive
26752,12571,49,0,0.457,drive
26752,12572,49,0,0.457,drive
26752,12573,49,0,4.674,drive
26760,12574,42,1,2.875,pt
26771,12575,19,0,3.22,walk
26780,12576,24,0,5.472,pt
26780,12577,24,0,2.765,pt
26780,12578,24,0,2.746,pt
26790,12579,41,0,2.165,drive
26790,12580,41,0,2.165,drive
26791,12581,42,1,2.165,drive
26791,12582,42,1,2.165,drive
26800,12583,59,1,16.947,pt
26800,12584,59,1,16.947,pt
26801,12585,63,0,7.83,drive
26801,12586,63,0,7.83,drive
26812,12587,55,1,3.729,drive
26812,12588,55,1,3.729,drive
26813,12589,26,0,13.829,pt
26813,12590,26,0,13.829,pt
26820,12591,38,1,1.348,drive
26820,12592,38,1,1.348,drive
26821,12593,13,0,1.348,drive
26821,12594,13,0,1.348,drive
26822,12595,5,0,1.348,drive
26822,12596,5,0,1.348,drive
26830,12597,50,0,12.998,pt
26830,12598,50,0,11.372,pt
26830,12599,50,0,1.751,pt
26830,12600,50,0,1.789,walk
26830,12601,50,0,1.789,walk
26840,12602,57,0,4.641,cycle
26840,12603,57,0,5.294,cycle
26840,12604,57,0,2.392,cycle
26850,12605,53,0,1.036,walk
26850,12606,53,0,0.833,walk
26860,12607,40,1,0.697,drive
26860,12608,40,1,0.697,drive
26861,12609,43,0,0.697,drive
26861,12610,43,0,0.697,drive
26870,12611,86,1,2.411,drive
26880,12612,30,0,0.795,walk
26880,12613,30,0,6.608,pt
26880,12614,30,0,6.43,pt
26890,12615,54,1,6.775,pt
26892,12616,26,0,17.219,pt
26892,12617,26,0,0.771,walk
26892,12618,26,0,0.476,walk
26892,12619,26,0,1.128,walk
26892,12620,26,0,1.015,walk
26892,12621,26,0,0.574,walk
26892,12622,26,0,1.573,walk
26900,12623,58,1,0.949,drive
26900,12624,58,1,1.583,drive
26900,12625,58,1,0.949,drive
26900,12626,58,1,0.949,drive
26901,12627,63,0,6.61,drive
26901,12628,63,0,6.61,drive
26901,12629,63,0,6.456,drive
26901,12630,63,0,6.112,drive
26910,12631,30,0,9.731,pt
26910,12632,30,0,9.731,pt
26910,12633,30,0,16.644,pt
26910,12634,30,0,16.644,pt
26921,12635,44,1,4.739,pt
26930,12636,52,0,15.973,pt
26930,12637,52,0,15.973,pt
26940,12638,54,1,2.046,drive
26940,12639,54,1,2.046,drive
26940,12640,54,1,2.67,drive
26940,12641,54,1,1.271,drive
26940,12642,54,1,1.342,drive
26940,12643,54,1,2.64,drive
26941,12644,33,1,2.046,drive
26941,12645,33,1,2.046,drive
26941,12646,33,1,2.67,drive
26941,12647,33,1,1.271,drive
26941,12648,33,1,1.342,drive
26941,12649,33,1,2.64,drive
26942,12650,22,1,15.466,pt
26942,12651,22,1,15.466,pt
26950,12652,27,0,3.522,drive
26951,12653,27,0,1.976,drive
26951,12654,27,0,1.976,drive
26952,12655,50,0,1.976,drive
26952,12656,50,0,1.976,drive
26960,12657,27,1,8.15,pt
26960,12658,27,1,3.694,pt
26960,12659,27,1,6.669,pt
26961,12660,29,0,3.422,pt
26961,12661,29,0,3.911,pt
26961,12662,29,0,6.669,pt
26970,12663,43,1,2.35,drive
26970,12664,43,1,0.222,walk
26970,12665,43,1,1.592,drive
26972,12666,13,1,0.347,walk
26973,12667,9,1,1.592,drive
26973,12668,9,1,1.592,drive
26980,12669,42,0,16.822,pt
26980,12670,42,0,15.795,pt
26980,12671,42,0,3.656,drive
26981,12672,42,1,1.848,drive
26981,12673,42,1,1.848,drive
26981,12674,42,1,3.656,drive
26981,12675,42,1,3.656,drive
26990,12676,82,0,0.625,drive
26991,12677,77,1,0.625,drive
27000,12678,39,0,1.424,walk
27000,12679,39,0,1.437,pt
27000,12680,39,0,0.739,cycle
27000,12681,39,0,0.739,cycle
27000,12682,39,0,4.961,drive
27000,12683,39,0,4.961,drive
27003,12684,40,1,1.424,walk
27003,12685,40,1,1.437,pt
27003,12686,40,1,0.739,cycle
27003,12687,40,1,0.739,cycle
27003,12688,40,1,4.961,drive
27003,12689,40,1,4.961,drive
27004,12690,7,1,1.101,walk
27004,12691,7,1,1.101,walk
27005,12692,5,0,1.101,walk
27005,12693,5,0,1.101,walk
27010,12694,74,1,3.302,drive
27010,12695,74,1,1.015,drive
27010,12696,74,1,2.351,drive
27011,12697,80,0,5.41,drive
27011,12698,80,0,5.41,drive
27020,12699,44,1,12.634,pt
27020,12700,44,1,0.62,walk
27020,12701,44,1,0.62,walk
27020,12702,44,1,12.634,pt
27021,12703,17,0,17.667,pt
27021,12704,17,0,14.346,pt
27021,12705,17,0,5.676,pt
27030,12706,23,1,6.208,drive
27030,12707,23,1,4.954,drive
27030,12708,23,1,1.44,drive
27030,12709,23,1,10.371,drive
27030,12710,23,1,10.371,drive
27040,12711,52,1,1.531,drive
27040,12712,52,1,0.214,walk
27040,12713,52,1,1.712,drive
27050,12714,49,0,17.804,pt
27050,12715,49,0,0.597,walk
27050,12716,49,0,17.804,pt
27052,12717,16,1,4.998,pt
27052,12718,16,1,4.998,pt
27052,12719,16,1,0.54,pt
27053,12720,13,1,5.897,pt
27053,12721,13,1,4.439,drive
27053,12722,13,1,4.439,drive
27060,12723,50,1,3.361,pt
27060,12724,50,1,3.361,pt
27060,12725,50,1,0.788,walk
27060,12726,50,1,0.788,walk
27071,12727,31,0,27.285,pt
27080,12728,49,1,0.703,walk
27080,12729,49,1,3.767,pt
27080,12730,49,1,3.609,pt
27090,12731,34,1,0.656,walk
27090,12732,34,1,4.469,pt
27090,12733,34,1,4.537,pt
27100,12734,28,1,0.407,walk
27100,12735,28,1,2.857,drive
27101,12736,10,0,0.407,walk
27101,12737,10,0,2.857,drive
27102,12738,8,1,0.407,walk
27102,12739,8,1,2.857,drive
27110,12740,25,1,8.281,drive
27111,12741,25,0,8.281,drive
27121,12742,35,0,9.785,pt
27130,12743,24,0,3.721,pt
27130,12744,24,0,0.354,walk
27130,12745,24,0,3.878,pt
27131,12746,25,1,3.906,pt
27131,12747,25,1,3.906,pt
27140,12748,38,0,0.877,walk
27140,12749,38,0,0.549,walk
27140,12750,38,0,1.059,walk
27140,12751,38,0,0.614,walk
27140,12752,38,0,0.614,walk
27141,12753,38,1,7.955,drive
27141,12754,38,1,7.955,drive
27142,12755,5,0,0.877,walk
27142,12756,5,0,0.549,walk
27142,12757,5,0,1.059,walk
27142,12758,5,0,0.614,walk
27142,12759,5,0,0.614,walk
27151,12760,21,1,17.334,pt
27151,12761,21,1,17.334,drive
27160,12762,64,0,2.122,drive
27160,12763,64,0,2.122,drive
27170,12764,55,1,0.988,drive
27170,12765,55,1,0.988,drive
27170,12766,55,1,1.613,drive
27170,12767,55,1,1.613,drive
27180,12768,57,1,0.693,drive
27180,12769,57,1,0.627,drive
27180,12770,57,1,0.948,drive
27190,12771,80,0,2.036,pt
27190,12772,80,0,0.405,walk
27190,12773,80,0,1.655,pt
27200,12774,69,0,1.078,walk
27210,12775,57,1,0.888,drive
27210,12776,57,1,3.564,drive
27210,12777,57,1,4.023,drive
27211,12778,29,1,7.33,drive
27211,12779,29,1,7.322,drive
27212,12780,20,1,0.888,drive
27212,12781,20,1,3.564,drive
27212,12782,20,1,4.023,drive
27220,12783,47,1,1.497,pt
27220,12784,47,1,0.784,walk
27220,12785,47,1,1.249,pt
27221,12786,51,0,12.559,drive
27221,12787,51,0,2.81,drive
27221,12788,51,0,2.81,drive
27221,12789,51,0,5.659,drive
27221,12790,51,0,5.659,drive
27222,12791,22,0,11.845,drive
27222,12792,22,0,6.47,drive
27222,12793,22,0,8.534,drive
27222,12794,22,0,1.214,walk
27222,12795,22,0,1.214,walk
27222,12796,22,0,5.659,pt
27222,12797,22,0,5.659,drive
27223,12798,21,0,1.214,walk
27223,12799,21,0,1.214,walk
27223,12800,21,0,5.659,pt
27223,12801,21,0,5.659,drive
27230,12802,51,1,3.84,drive
27230,12803,51,1,3.84,pt
27230,12804,51,1,0.517,walk
27240,12805,26,1,9.228,pt
27240,12806,26,1,5.846,drive
27240,12807,26,1,5.566,drive
27241,12808,33,0,5.537,drive
27241,12809,33,0,6.878,drive
27241,12810,33,0,5.846,drive
27241,12811,33,0,5.566,drive
27241,12812,33,0,5.537,drive
27242,12813,7,1,9.228,pt
27242,12814,7,1,5.846,drive
27242,12815,7,1,5.566,drive
27250,12816,87,1,0.516,drive
27261,12817,30,1,13.476,pt
27261,12818,30,1,13.476,pt
27270,12819,35,1,10.905,pt
27270,12820,35,1,10.905,pt
27280,12821,32,0,4.071,drive
27280,12822,32,0,4.071,drive
27280,12823,32,0,0.511,drive
27281,12824,27,1,4.071,drive
27281,12825,27,1,4.071,drive
27282,12826,8,0,4.071,drive
27282,12827,8,0,4.071,drive
27290,12828,73,1,0.66,walk
27291,12829,78,0,0.66,walk
27300,12830,60,0,19.827,drive
27300,12831,60,0,9.743,drive
27300,12832,60,0,0.824,drive
27300,12833,60,0,12.858,drive
27301,12834,38,1,19.827,drive
27301,12835,38,1,9.743,drive
27301,12836,38,1,0.824,drive
27301,12837,38,1,12.858,drive
27310,12838,52,0,1.23,drive
27310,12839,52,0,1.23,drive
27320,12840,36,0,1.814,drive
27320,12841,36,0,1.814,drive
27330,12842,64,0,0.218,walk
27340,12843,52,1,9.037,drive
27340,12844,52,1,9.037,drive
27350,12845,39,1,3.495,drive
27350,12846,39,1,3.495,drive
27353,12847,9,0,3.495,drive
27353,12848,9,0,3.495,drive
27360,12849,45,1,3.68,drive
27360,12850,45,1,3.68,drive
27360,12851,45,1,3.68,drive
27360,12852,45,1,3.68,drive
27361,12853,39,0,7.242,cycle
27361,12854,39,0,7.242,cycle
27362,12855,8,1,3.68,drive
27362,12856,8,1,3.68,drive
27363,12857,6,0,3.68,drive
27363,12858,6,0,3.68,drive
27363,12859,6,0,3.68,drive
27363,12860,6,0,3.68,drive
27370,12861,54,1,2.971,drive
27370,12862,54,1,5.953,drive
27370,12863,54,1,8.427,drive
27370,12864,54,1,3.597,drive
27371,12865,55,0,2.971,drive
27371,12866,55,0,7.879,drive
27371,12867,55,0,7.183,drive
27371,12868,55,0,9.799,pt
27371,12869,55,0,9.799,pt
27380,12870,44,0,7.108,drive
27380,12871,44,0,7.108,drive
27390,12872,37,1,7.398,drive
27390,12873,37,1,7.345,drive
27400,12874,18,0,8.206,pt
27400,12875,18,0,8.206,pt
27401,12876,48,0,1.587,drive
27410,12877,32,0,14.552,pt
27410,12878,32,0,14.552,pt
27411,12879,31,1,9.13,pt
27411,12880,31,1,9.13,pt
27422,12881,84,0,1.877,pt
27422,12882,84,0,1.877,pt
27430,12883,47,0,0.622,drive
27431,12884,37,1,0.969,drive
27431,12885,37,1,0.457,drive
27431,12886,37,1,0.622,drive
27441,12887,70,0,8.163,drive
27441,12888,70,0,8.163,drive
27450,12889,35,1,1.251,drive
27450,12890,35,1,1.251,drive
27450,12891,35,1,1.251,drive
27450,12892,35,1,1.251,drive
27451,12893,35,0,5.117,pt
27451,12894,35,0,5.117,pt
27452,12895,8,1,1.251,drive
27452,12896,8,1,1.251,drive
27452,12897,8,1,1.251,drive
27452,12898,8,1,1.251,drive
27460,12899,90,0,0.806,walk
27460,12900,90,0,0.801,pt
27470,12901,65,1,10.893,drive
27470,12902,65,1,11.271,drive
27470,12903,65,1,6.309,drive
27470,12904,65,1,2.164,drive
27470,12905,65,1,2.164,drive
27470,12906,65,1,7.011,drive
27480,12907,60,1,2.438,walk
27480,12908,60,1,2.097,walk
27481,12909,26,1,25.468,pt
27481,12910,26,1,16.426,pt
27481,12911,26,1,7.185,pt
27481,12912,26,1,7.185,pt
27481,12913,26,1,2.512,pt
27481,12914,26,1,2.624,pt
27482,12915,15,0,1.213,walk
27482,12916,15,0,1.213,walk
27490,12917,51,1,1.88,pt
27490,12918,51,1,1.88,pt
27490,12919,51,1,4.915,drive
27490,12920,51,1,4.915,drive
27491,12921,49,0,5.206,pt
27491,12922,49,0,5.174,pt
27491,12923,49,0,4.915,drive
27491,12924,49,0,4.915,drive
27492,12925,21,1,5.206,pt
27492,12926,21,1,5.174,pt
27492,12927,21,1,4.915,drive
27492,12928,21,1,4.915,drive
27493,12929,16,1,0.67,walk
27493,12930,16,1,0.67,walk
27493,12931,16,1,5.206,pt
27493,12932,16,1,5.174,pt
27493,12933,16,1,4.915,drive
27493,12934,16,1,4.915,drive
27500,12935,30,0,29.176,pt
27500,12936,30,0,23.639,pt
27501,12937,35,1,4.476,pt
27501,12938,35,1,4.777,pt
27502,12939,7,0,4.476,pt
27502,12940,7,0,4.777,pt
27510,12941,26,0,9.399,pt
27520,12942,71,0,3.866,drive
27520,12943,71,0,3.866,drive
27520,12944,71,0,0.643,drive
27521,12945,70,1,3.866,drive
27521,12946,70,1,3.866,drive
27530,12947,67,0,1.025,pt
27530,12948,67,0,1.524,pt
27540,12949,69,1,2.145,walk
27540,12950,69,1,2.145,walk
27551,12951,42,0,7.43,pt
27551,12952,42,0,7.43,pt
27561,12953,69,0,13.875,drive
27561,12954,69,0,13.875,drive
27570,12955,34,1,3.236,drive
27571,12956,8,0,3.236,drive
27580,12957,24,1,2.555,walk
27580,12958,24,1,2.555,walk
27590,12959,47,1,3.112,cycle
27590,12960,47,1,3.112,cycle
27600,12961,55,0,1.047,pt
27600,12962,55,0,1.047,pt
27610,12963,52,1,1.272,drive
27610,12964,52,1,1.272,drive
27610,12965,52,1,4.826,pt
27610,12966,52,1,4.826,pt
27611,12967,52,0,1.806,drive
27611,12968,52,0,1.806,drive
27620,12969,58,1,1.083,drive
27630,12970,30,0,5.888,pt
27630,12971,30,0,5.888,pt
27631,12972,24,1,14.91,pt
27631,12973,24,1,14.91,pt
27640,12974,78,1,1.493,pt
27640,12975,78,1,1.493,pt
27650,12976,37,1,1.604,pt
27650,12977,37,1,7.868,drive
27650,12978,37,1,9.442,drive
27650,12979,37,1,1.604,pt
27650,12980,37,1,2.891,pt
27651,12981,43,0,4.811,pt
27651,12982,43,0,4.811,pt
27652,12983,17,1,1.852,pt
27653,12984,9,1,5.027,pt
27660,12985,24,0,4.714,pt
27660,12986,24,0,4.912,pt
27660,12987,24,0,0.53,walk
27670,12988,77,0,0.961,pt
27670,12989,77,0,0.961,pt
27680,12990,41,1,3.213,drive
27680,12991,41,1,3.213,drive
27680,12992,41,1,3.213,drive
27680,12993,41,1,3.213,drive
27680,12994,41,1,0.733,drive
27680,12995,41,1,0.733,drive
27680,12996,41,1,3.213,drive
27680,12997,41,1,3.213,drive
27680,12998,41,1,4.054,drive
27680,12999,41,1,4.054,drive
27681,13000,44,0,3.213,drive
27681,13001,44,0,3.213,drive
27681,13002,44,0,3.213,drive
27681,13003,44,0,3.213,drive
27681,13004,44,0,4.054,drive
27681,13005,44,0,4.054,drive
27682,13006,19,1,3.213,drive
27682,13007,19,1,3.213,drive
27682,13008,19,1,4.054,drive
27682,13009,19,1,4.054,drive
27683,13010,14,1,0.733,drive
27683,13011,14,1,0.733,drive
27683,13012,14,1,3.213,drive
27683,13013,14,1,3.213,drive
27683,13014,14,1,4.054,drive
27683,13015,14,1,4.054,drive
27690,13016,36,0,1.327,drive
27692,13017,6,1,0.969,walk
27700,13018,46,0,0.542,walk
27700,13019,46,0,0.542,walk
27710,13020,58,0,10.391,drive
27710,13021,58,0,11.444,pt
27710,13022,58,0,11.444,pt
